id,code,name,ID,Country,Region,Flood,Earthquake,TC-Wind,TC-Surge,Drought,Tsunami,Volcano,Landslide
10669,138,Kyrgyz Republic,105,Kyrgyz Republic,21,Climate change impacts: Medium confidence in an increase in heavy precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10670,139,Lao People's Democratic Republic,106,Lao PDR,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10671,140,Latvia,107,Latvia,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10672,141,Lebanon,108,Lebanon,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10673,142,Lesotho,109,Lesotho,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in the physical area of drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10674,144,Liberia,110,Liberia,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10675,145,Libya,111,Libya,13-14,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,"Climate change impact: In northern Libya, medium confidence in an increase in drought tendency and consistent increase in the physical area of drought. In southern Libya, model projections are inconsistent in changes in drought.","Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10676,146,Liechtenstein,112,Liechtenstein,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10677,147,Lithuania,113,Lithuania,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10686,148,Luxembourg,114,Luxembourg,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10678,149,"Macau, SAR, China",115,"Macao SAR, China",22,Climate change impacts: Medium confidence in an increase in heavy precipitation.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10762,241,FYR of Macedonia,116,"Macedonia, FYR",13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10679,150,Madagascar,117,Madagascar,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10688,152,Malawi,118,Malawi,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in the physical area of drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10689,153,Malaysia,119,Malaysia,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10690,154,Maldives,120,Maldives,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10691,155,Mali,121,Mali,14-15,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10692,156,Malta,122,Malta,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10693,157,Marshall Islands,123,Marshall Islands,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10694,159,Mauritania,124,Mauritania,14,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10696,160,Mauritius,125,Mauritius,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10697,162,Mexico,126,Mexico,6,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10698,163,Federated States of Micronesia,127,"Micronesia, Fed. Sts.",,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10700,165,Moldova,128,Moldova,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10701,166,Monaco,129,Monaco,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10702,167,Mongolia,130,Mongolia,22,Climate change impacts: Medium confidence in an increase in heavy precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10738,2647,Montenegro,131,Montenegro,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10704,169,Morocco,132,Morocco,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,"Climate change impact: In northern Morocco, medium confidence in an increase in drought tendency and consistent increase in the physical area of drought. In southern Morocco, model projections are inconsistent in changes in drought.","Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10705,170,Mozambique,133,Mozambique,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10706,171,Myanmar,134,Myanmar,23-24,"Climate change impacts: In southern Myanmar, medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events. Elsewhere, model projections are inconsistent in changes in rainfall.",NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10707,172,Namibia,135,Namibia,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10564,175,Nepal,136,Nepal,23,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10565,177,The Netherlands,137,Netherlands,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10566,178,New Caledonia (Fr.),138,New Caledonia,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10567,179,New Zealand,139,New Zealand,26,Climate change impacts: Low to medium confidence in an increase in intense precipitation days.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10568,180,Nicaragua,140,Nicaragua,6,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10569,181,Niger,141,Niger,14,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10570,182,Nigeria,142,Nigeria,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10708,185,Northern Mariana Islands (U.S.),143,Northern Mariana Islands,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10709,186,Norway,144,Norway,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10710,187,Oman,145,Oman,19,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10711,188,Pakistan,146,Pakistan,20-23,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
